@relation 'mydata-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R28-weka.filters.unsupervised.attribute.Remove-R1-2,7,10-11,14-17-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R9'

@attribute num_critic_for_reviews numeric
@attribute duration numeric
@attribute director_facebook_likes numeric
@attribute actor_3_facebook_likes numeric
@attribute actor_1_facebook_likes numeric
@attribute num_voted_users numeric
@attribute cast_total_facebook_likes numeric
@attribute num_user_for_reviews numeric
@attribute budget numeric
@attribute title_year numeric
@attribute actor_2_facebook_likes numeric
@attribute imdb_score numeric
@attribute aspect_ratio numeric
@attribute movie_facebook_likes numeric
@attribute gross {'\'(-inf-141489591.767]\'','\'(141489591.767-380253004.5]\'','\'(380253004.5-inf)\''}

@data
236,110,168,96,3000,295375,4210,645,16000000,2006,979,7.6,1.85,15000,'\'(-inf-141489591.767]\''
114,126,0,168,826,119150,1607,219,15000000,1987,508,7.4,1.85,0,'\'(-inf-141489591.767]\''
69,136,0,1000,25000,78392,41059,196,16500000,1995,14000,7.7,1.85,0,'\'(-inf-141489591.767]\''
150,120,11,281,11000,46204,12554,151,16500000,2007,838,7.1,1.85,0,'\'(-inf-141489591.767]\''
72,108,18,433,714,37700,2785,50,16500000,2007,701,6.3,1.85,0,'\'(-inf-141489591.767]\''
158,126,26,385,638,56665,2282,469,15000000,2003,624,7.6,1.85,0,'\'(-inf-141489591.767]\''
96,128,608,1000,49000,277451,51609,491,16400000,1989,1000,8,1.33,23000,'\'(-inf-141489591.767]\''
84,113,137,481,879,288451,2985,438,16000000,1994,854,7.3,2.35,0,'\'(-inf-141489591.767]\''
114,89,0,62,227,149108,485,273,16000000,1989,73,7.6,1.85,0,'\'(-inf-141489591.767]\''
79,129,0,359,844,26310,2330,154,16000000,1982,617,7.8,1.85,0,'\'(-inf-141489591.767]\''
103,94,480,486,1000,132963,3889,302,15600000,2000,490,6.5,2.35,0,'\'(-inf-141489591.767]\''
67,106,48,35,23000,35312,23369,267,16000000,1999,255,6.4,1.85,0,'\'(-inf-141489591.767]\''
576,100,405,628,996,190030,4606,583,15000000,2011,897,8,1.85,30000,'\'(-inf-141489591.767]\''
178,89,687,389,10000,42182,12183,230,16000000,2009,787,4.8,1.85,0,'\'(-inf-141489591.767]\''
487,94,0,559,13000,237848,27911,377,16000000,2012,13000,7.8,1.85,71000,'\'(-inf-141489591.767]\''
196,83,473,597,20000,56269,26402,366,16000000,2006,4000,5.9,2.35,0,'\'(-inf-141489591.767]\''
24,111,19,107,241,1449,824,30,18500000,2016,118,5.4,1.85,0,'\'(-inf-141489591.767]\''
56,80,11,499,911,18254,3058,307,16000000,2002,521,3.3,1.85,1000,'\'(-inf-141489591.767]\''
406,112,0,250,634,467234,1322,1083,13500000,2006,269,8.2,2.35,27000,'\'(-inf-141489591.767]\''
51,94,14,635,1000,7392,4194,53,35000000,2001,1000,5.4,1.85,393,'\'(-inf-141489591.767]\''
41,130,309,522,939,9566,3107,81,16000000,2001,881,6.4,1.85,1000,'\'(-inf-141489591.767]\''
138,91,26,638,3000,29147,5349,115,16000000,2011,1000,4.8,1.85,0,'\'(-inf-141489591.767]\''
78,91,29,459,861,41664,2543,205,17700000,2001,593,5.9,1.85,0,'\'(-inf-141489591.767]\''
40,110,23,51,633,28736,874,72,15000000,1991,67,5.5,1.85,0,'\'(-inf-141489591.767]\''
285,121,1000,108,175,352695,485,687,8000000,2007,115,7.9,1.85,17000,'\'(-inf-141489591.767]\''
124,114,15,650,851,16582,3485,125,16500000,2008,680,4.9,1.85,0,'\'(-inf-141489591.767]\''
275,96,11000,252,19000,198111,19894,365,15500000,2008,581,7.2,2.35,14000,'\'(-inf-141489591.767]\''
81,100,24,851,15000,4654,18786,46,20000000,2016,1000,6.7,1.85,18000,'\'(-inf-141489591.767]\''
67,94,7,95,3000,13661,3451,134,16000000,2000,240,5.3,1.85,487,'\'(-inf-141489591.767]\''
103,109,7,450,835,25549,2572,171,16000000,2002,787,7.2,1.85,0,'\'(-inf-141489591.767]\''
300,107,45,271,24000,92712,24805,294,16000000,2009,396,5.1,1.85,6000,'\'(-inf-141489591.767]\''
84,96,22,324,8000,11768,11078,148,16000000,2000,2000,5.6,2.35,492,'\'(-inf-141489591.767]\''
64,88,11000,233,854,24256,1653,91,16000000,1987,410,7.6,1.85,0,'\'(-inf-141489591.767]\''
169,110,179,734,12000,24854,15044,374,16000000,2014,1000,3.1,1.85,31000,'\'(-inf-141489591.767]\''
158,113,47,238,21000,113963,22088,361,16000000,2010,541,7.2,2.35,24000,'\'(-inf-141489591.767]\''
46,101,6,258,812,8215,1882,95,16000000,2003,326,5.7,1.85,371,'\'(-inf-141489591.767]\''
15,105,121,384,11000,21079,14677,55,20000000,1988,3000,5.2,2.35,818,'\'(-inf-141489591.767]\''
68,125,438,372,18000,178731,33865,261,26000000,1993,15000,7.7,1.85,0,'\'(-inf-141489591.767]\''
111,100,9,363,599,51996,2389,302,16000000,1999,380,7,2.35,0,'\'(-inf-141489591.767]\''
65,112,28,215,555,8217,1227,123,15000000,2000,403,6,1.66,573,'\'(-inf-141489591.767]\''
109,112,11000,642,11000,21613,12766,148,16000000,2002,650,6.6,2.35,762,'\'(-inf-141489591.767]\''
42,95,89,322,1000,30682,2518,194,15000000,1999,852,6.8,1.85,0,'\'(-inf-141489591.767]\''
112,110,85,186,1000,98629,1852,316,16000000,1986,309,7.2,2.35,0,'\'(-inf-141489591.767]\''
146,118,369,295,1000,24104,1889,88,16000000,2007,418,7.2,2.35,0,'\'(-inf-141489591.767]\''
36,97,34,465,503,8687,3100,62,16000000,1997,489,2.8,1.78,0,'\'(-inf-141489591.767]\''
230,120,115,310,10000,20616,11019,70,16000000,2013,316,6.6,2.35,0,'\'(-inf-141489591.767]\''
64,135,133,258,898,5321,2096,78,16000000,2005,708,6.7,1.85,356,'\'(-inf-141489591.767]\''
393,101,0,888,3000,92640,5056,212,20000000,2013,1000,7,1.85,23000,'\'(-inf-141489591.767]\''
75,92,29,618,939,18271,3935,150,16000000,2004,881,4.4,2.35,0,'\'(-inf-141489591.767]\''
67,92,6,227,10000,5664,11091,42,15000000,2008,304,6.2,1.85,921,'\'(-inf-141489591.767]\''
216,161,929,116,488,45449,943,192,13000000,2009,289,7.3,1.85,23000,'\'(-inf-141489591.767]\''
54,92,143,613,1000,7444,3086,42,16000000,2012,945,5.1,1.85,0,'\'(-inf-141489591.767]\''
208,122,0,567,883,21370,2896,132,16000000,2014,596,6.6,1.85,0,'\'(-inf-141489591.767]\''
32,91,10,574,890,5312,3104,40,15600000,2002,578,4.5,2.35,939,'\'(-inf-141489591.767]\''
40,93,7,922,1000,3299,4329,24,15500000,2005,1000,5.9,1.33,191,'\'(-inf-141489591.767]\''
40,94,7,17,235,29392,303,91,15300000,2001,46,6.6,2.35,0,'\'(-inf-141489591.767]\''
251,95,571,102,499,61912,1120,352,15500000,2006,298,6.5,2.35,0,'\'(-inf-141489591.767]\''
94,105,102,383,901,126464,3464,175,14000000,1984,605,7.3,1.85,0,'\'(-inf-141489591.767]\''
102,103,0,925,3000,311075,7521,305,18000000,1990,1000,7.5,1.85,20000,'\'(141489591.767-380253004.5]\''
21,102,12000,801,19000,36918,21499,42,11000000,1987,875,5.9,2.35,3000,'\'(-inf-141489591.767]\''
94,116,521,481,13000,77366,14701,194,22000000,1982,521,7.4,1.85,0,'\'(-inf-141489591.767]\''
173,110,12000,555,10000,219171,13069,388,15000000,1986,1000,6.9,2.35,19000,'\'(-inf-141489591.767]\''
287,120,0,5,103,217740,129,1641,15000000,2000,21,7.9,1.85,0,'\'(-inf-141489591.767]\''
176,122,0,158,18000,822500,19078,2715,15000000,1999,828,8.4,1.85,22000,'\'(-inf-141489591.767]\''
479,118,0,520,14000,503631,15732,636,15000000,2010,1000,8,1.85,64000,'\'(-inf-141489591.767]\''
27,107,425,247,742,87538,2151,79,15000000,1988,384,6,2.35,0,'\'(-inf-141489591.767]\''
60,102,4,882,17000,6723,30978,36,15500000,2008,13000,6.8,1.85,1000,'\'(-inf-141489591.767]\''
70,154,14000,271,852,60988,2592,199,15000000,1985,581,7.8,1.85,6000,'\'(-inf-141489591.767]\''
454,114,77,305,19000,467613,20295,608,14000000,2014,393,8.1,1.85,165000,'\'(-inf-141489591.767]\''
25,109,6,271,1000,18140,2419,60,10000000,1980,745,6.1,1.85,855,'\'(-inf-141489591.767]\''
111,94,87,569,17000,32002,20154,103,15000000,2010,975,6.2,1.85,0,'\'(-inf-141489591.767]\''
393,100,127,250,1000,134869,1949,304,20000000,2013,340,6.2,1.85,57000,'\'(-inf-141489591.767]\''
318,101,0,598,2000,157857,4400,1191,300000,1978,742,7.9,2.35,12000,'\'(-inf-141489591.767]\''
55,98,11000,624,816,71183,3617,183,15000000,1983,695,7.4,2.35,0,'\'(-inf-141489591.767]\''
157,102,79,27,925,77724,1018,162,15000000,2013,38,6.6,1.85,26000,'\'(-inf-141489591.767]\''
280,94,350,39,326,85333,486,421,9800000,2006,48,7.3,1.85,0,'\'(-inf-141489591.767]\''
109,92,13000,217,925,189413,1953,306,15000000,1988,692,7.5,2.35,15000,'\'(-inf-141489591.767]\''
41,113,0,607,2000,9811,6510,100,15000000,2007,721,5.6,2.35,1000,'\'(-inf-141489591.767]\''
27,115,44,902,23000,36624,29370,132,15000000,1994,4000,7.3,2.35,0,'\'(-inf-141489591.767]\''
462,95,43,259,11000,139749,11946,509,17000000,2012,326,6.4,1.85,29000,'\'(-inf-141489591.767]\''
152,87,165,383,1000,34711,2452,468,15000000,2006,431,5,1.85,0,'\'(-inf-141489591.767]\''
69,88,189,799,934,29008,3707,99,15000000,2002,927,5.4,1.85,896,'\'(-inf-141489591.767]\''
130,97,272,957,22000,67604,29252,218,15000000,1997,4000,7.1,1.85,12000,'\'(-inf-141489591.767]\''
66,94,13,566,925,27580,3423,172,17000000,2003,738,5.3,1.85,0,'\'(-inf-141489591.767]\''
238,112,29,874,12000,64747,15800,122,15000000,2013,1000,6.5,1.85,12000,'\'(-inf-141489591.767]\''
198,98,66,562,3000,29867,4567,181,15000000,2015,658,6.2,2.35,27000,'\'(-inf-141489591.767]\''
154,104,0,1000,4000,92074,12170,502,15000000,1998,4000,6.4,2.35,0,'\'(-inf-141489591.767]\''
131,120,446,1000,22000,69576,40117,207,10000000,1997,13000,6.9,1.85,2000,'\'(-inf-141489591.767]\''
97,99,11,971,11000,80305,15369,393,16000000,2001,983,5.7,2.2,0,'\'(-inf-141489591.767]\''
355,109,453,953,15000,181025,27788,336,7000000,2012,10000,7.7,1.85,38000,'\'(-inf-141489591.767]\''
138,105,488,13000,15000,39782,44037,172,37000000,2015,14000,5.4,2.35,11000,'\'(-inf-141489591.767]\''
102,106,357,883,23000,26846,26652,193,15000000,2000,1000,5.6,1.85,0,'\'(-inf-141489591.767]\''
419,123,120,149,13000,265507,14100,388,15000000,2014,876,7.7,1.85,90000,'\'(-inf-141489591.767]\''
37,86,14,685,833,15939,4435,87,16000000,2003,807,5.1,2.35,0,'\'(-inf-141489591.767]\''
78,120,18,944,20000,27044,22383,240,15000000,2000,1000,6.8,2.35,0,'\'(-inf-141489591.767]\''
181,227,767,87,607,192775,1076,559,15000000,1962,202,8.4,1.85,11000,'\'(-inf-141489591.767]\''
220,119,0,593,908,36372,3226,491,15000000,2009,764,4.9,2.35,3000,'\'(-inf-141489591.767]\''
349,115,212,612,2000,86664,4896,252,15000000,2014,820,7.1,2.35,38000,'\'(-inf-141489591.767]\''
241,114,29,616,956,67822,3861,279,15000000,2009,878,6.6,1.85,0,'\'(-inf-141489591.767]\''
103,90,6,458,1000,38248,2666,250,15000000,2005,650,6.1,1.85,0,'\'(-inf-141489591.767]\''
151,94,28,731,2000,26905,5440,614,15000000,2002,864,4.1,1.85,0,'\'(-inf-141489591.767]\''
344,106,255,850,14000,229687,18003,637,125000000,2010,1000,5.8,1.85,15000,'\'(-inf-141489591.767]\''
185,98,0,594,18000,294163,20060,718,16000000,1987,636,8.1,1.85,33000,'\'(-inf-141489591.767]\''
112,126,18000,697,18000,47626,22745,118,15000000,2007,2000,7.6,1.85,0,'\'(-inf-141489591.767]\''
676,100,0,228,33000,431578,34337,1264,15000000,2011,745,7.8,1.85,81000,'\'(-inf-141489591.767]\''
74,89,10,231,811,23408,2167,105,15000000,2004,636,4.6,1.85,810,'\'(-inf-141489591.767]\''
65,111,13,106,818,15582,1450,132,15000000,1998,511,6,1.85,849,'\'(-inf-141489591.767]\''
274,100,35,306,10000,212167,11471,713,15000000,2007,1000,7,1.85,0,'\'(-inf-141489591.767]\''
50,115,49,100,116,12596,525,64,15000000,2014,110,6.7,1.85,0,'\'(-inf-141489591.767]\''
96,106,61,649,907,8427,3462,88,14000000,2005,807,6.4,2.35,1000,'\'(-inf-141489591.767]\''
68,124,107,865,1000,14322,5135,116,15000000,2000,886,7.2,2.35,0,'\'(-inf-141489591.767]\''
111,107,5,141,893,73347,2044,296,15000000,1997,822,7.4,2.35,0,'\'(-inf-141489591.767]\''
128,99,3,628,14000,33088,16461,143,15000000,2009,982,4.8,1.85,0,'\'(-inf-141489591.767]\''
160,90,31,162,193,28964,608,457,15000000,2000,184,4,2.35,949,'\'(-inf-141489591.767]\''
93,101,26,266,838,57140,1812,195,15000000,1996,328,6.2,2.35,6000,'\'(-inf-141489591.767]\''
278,119,11000,400,19000,166269,20391,735,15000000,2005,567,7.7,2.35,0,'\'(-inf-141489591.767]\''
81,103,20,125,512,13874,1002,52,15000000,2010,316,6.7,2.35,0,'\'(-inf-141489591.767]\''
58,134,133,258,12000,45703,12749,156,11500000,1993,310,7.9,1.85,0,'\'(-inf-141489591.767]\''
153,155,0,170,3000,189032,3677,560,15000000,1997,360,7.9,2.35,0,'\'(-inf-141489591.767]\''
25,94,11,232,1000,17074,2210,55,15000000,1993,605,5.5,2.35,466,'\'(-inf-141489591.767]\''
46,95,15,461,1000,6095,3845,76,15000000,2006,786,6.2,1.85,1000,'\'(-inf-141489591.767]\''
161,89,7,399,919,49721,2559,211,15000000,2007,557,5.1,2.35,0,'\'(-inf-141489591.767]\''
108,97,83,579,912,13048,2682,227,14000000,2000,786,4.1,2.35,243,'\'(-inf-141489591.767]\''
69,90,13,613,882,17983,2661,127,15000000,2002,874,6.7,2.35,0,'\'(-inf-141489591.767]\''
78,92,8,129,472,27486,1045,284,20000000,2006,239,4.7,1.85,0,'\'(-inf-141489591.767]\''
129,100,10,415,826,15385,2958,84,15000000,2016,622,6.4,2.35,0,'\'(-inf-141489591.767]\''
135,117,19,461,3000,14814,4204,114,15000000,2010,646,6.3,2.35,0,'\'(-inf-141489591.767]\''
96,84,119,918,989,17328,4660,237,15000000,1998,982,5.5,2.35,673,'\'(-inf-141489591.767]\''
417,140,310,619,33000,187170,34413,376,15000000,2012,748,7.3,1.85,47000,'\'(-inf-141489591.767]\''
172,108,79,537,775,50056,3033,152,15000000,2014,614,6.3,1.85,0,'\'(-inf-141489591.767]\''
88,109,11,159,471,13320,1069,415,15000000,1999,308,4.9,2.35,327,'\'(-inf-141489591.767]\''
388,131,0,383,10000,332065,11114,876,15000000,2008,602,7.6,2.35,16000,'\'(-inf-141489591.767]\''
45,114,73,563,695,22797,3444,96,15000000,1984,654,6,2.35,0,'\'(-inf-141489591.767]\''
414,97,181,748,11000,111625,14025,369,15000000,2012,820,6.2,2.35,20000,'\'(-inf-141489591.767]\''
291,122,210,123,22000,57210,22574,158,15000000,2014,164,6.8,2.35,13000,'\'(-inf-141489591.767]\''
97,87,374,484,826,39788,2689,619,15000000,2001,503,4.5,1.37,0,'\'(-inf-141489591.767]\''
37,85,12,23,354,2037,568,22,15000000,2008,173,5.7,2.35,175,'\'(-inf-141489591.767]\''
90,101,36,377,1000,16340,2764,355,15000000,2000,786,4.6,1.85,356,'\'(-inf-141489591.767]\''
81,121,16,526,907,4603,3633,91,15000000,2006,585,6.2,1.85,489,'\'(-inf-141489591.767]\''
221,107,92,358,11000,106111,17627,181,15000000,2011,5000,7,2.35,49000,'\'(-inf-141489591.767]\''
230,111,0,727,796,55665,2633,118,15000000,2009,787,6.9,1.85,10000,'\'(-inf-141489591.767]\''
119,97,164,308,436,30643,1172,144,15000000,2003,324,6.7,1.85,622,'\'(-inf-141489591.767]\''
97,97,745,745,12000,9294,15209,140,15000000,1999,821,5.6,1.85,251,'\'(-inf-141489591.767]\''
119,125,34,65,427,9649,729,226,20000000,2004,66,6.6,2.35,1000,'\'(-inf-141489591.767]\''
42,124,11000,563,11000,13692,12685,55,15000000,1989,860,6.4,1.85,877,'\'(-inf-141489591.767]\''
24,76,9,47,595,2724,1139,53,15000000,1998,417,2.8,2.35,436,'\'(-inf-141489591.767]\''
208,107,561,353,746,53471,2377,224,15000000,2012,561,5.4,2.35,29000,'\'(-inf-141489591.767]\''
42,91,23,629,925,7159,2913,88,15000000,1998,660,5,2.35,247,'\'(-inf-141489591.767]\''
44,96,4,670,989,7403,3142,162,15000000,2000,841,5.1,1.85,648,'\'(-inf-141489591.767]\''
230,142,0,1000,22000,152306,29475,513,15000000,1985,5000,8,1.85,16000,'\'(-inf-141489591.767]\''
46,103,80,782,1000,22649,4676,212,15000000,2004,872,5.9,2.35,1000,'\'(-inf-141489591.767]\''
249,117,0,12000,22000,537419,47728,1028,15000000,1998,12000,8.2,1.85,35000,'\'(-inf-141489591.767]\''
197,116,153,539,3000,52421,5012,200,15000000,2006,788,7,2.35,0,'\'(-inf-141489591.767]\''
71,118,41,274,556,17261,1873,125,15000000,2002,463,6.6,2.35,455,'\'(-inf-141489591.767]\''
190,108,187,254,11000,24150,12178,118,16000000,2007,883,6.7,1.85,923,'\'(-inf-141489591.767]\''
50,94,9,612,11000,8055,13524,89,15000000,2000,897,5.5,1.85,816,'\'(-inf-141489591.767]\''
63,97,2,461,890,26598,3161,132,20000000,2002,852,4.9,1.85,1000,'\'(-inf-141489591.767]\''
104,97,32,692,14000,18966,16502,141,15000000,2002,1000,6.9,1.85,0,'\'(-inf-141489591.767]\''
49,91,6,596,8000,6562,10732,66,15000000,2006,625,5.6,1.85,647,'\'(-inf-141489591.767]\''
300,107,454,39,65,307639,173,513,15000000,2008,49,8,2.35,32000,'\'(-inf-141489591.767]\''
43,95,24,426,931,4065,3322,33,15000000,2013,539,5.3,1.85,0,'\'(-inf-141489591.767]\''
132,102,11,1000,15000,32311,33153,104,15000000,2008,14000,6.2,2.35,0,'\'(-inf-141489591.767]\''
97,88,96,360,24000,11498,25637,53,15000000,2009,971,5.3,1.85,0,'\'(-inf-141489591.767]\''
242,106,835,363,13000,30284,14544,102,15000000,2012,826,6.6,1.85,10000,'\'(-inf-141489591.767]\''
218,92,11000,386,860,58967,2717,169,15000000,2009,658,7.2,1.85,10000,'\'(-inf-141489591.767]\''
49,105,52,275,477,3668,2312,85,15000000,2000,397,4.6,2.35,157,'\'(-inf-141489591.767]\''
172,107,0,289,572,34194,1627,199,15000000,2005,324,7.5,2.35,0,'\'(-inf-141489591.767]\''
68,120,0,693,49000,12601,51657,89,15000000,1999,1000,6.5,2.35,0,'\'(-inf-141489591.767]\''
223,103,1000,611,21000,175962,23932,336,15000000,2005,1000,7.6,2.35,0,'\'(-inf-141489591.767]\''
59,92,6,577,890,33745,3654,198,20000000,1999,729,6.2,1.85,0,'\'(-inf-141489591.767]\''
252,147,0,669,6000,235992,8484,1768,15000000,2001,889,8,1.33,16000,'\'(-inf-141489591.767]\''
223,98,11000,557,12000,36145,19310,108,22000000,2010,6000,6.3,2.35,0,'\'(-inf-141489591.767]\''
328,103,132,844,10000,109873,12867,320,15000000,2010,882,7.2,1.85,33000,'\'(-inf-141489591.767]\''
150,111,122,25,918,42792,1252,162,15000000,2008,278,6.7,1.37,0,'\'(-inf-141489591.767]\''
21,98,70,90,876,4996,1351,62,15000000,1986,324,5.3,2.35,843,'\'(-inf-141489591.767]\''
28,111,0,617,783,5917,4834,71,15000000,1999,664,6.3,2.35,391,'\'(-inf-141489591.767]\''
250,111,0,287,6000,69569,6748,436,15000000,2007,294,6.5,2.35,0,'\'(-inf-141489591.767]\''
260,145,756,18,136,111841,203,413,6000000,1927,23,8.3,2.35,12000,'\'(-inf-141489591.767]\''
141,84,180,58,510,55928,962,157,12000000,2004,297,7.2,2.35,0,'\'(-inf-141489591.767]\''
52,115,39,642,12000,22345,14889,144,7000000,1995,970,6.8,1.85,0,'\'(-inf-141489591.767]\''
205,105,141,56,1000,9427,1172,87,15000000,2015,103,6.4,1.85,0,'\'(-inf-141489591.767]\''
109,98,34,730,936,20730,3578,111,15000000,2001,826,6.9,2.35,664,'\'(-inf-141489591.767]\''
110,110,0,7,64,24570,134,72,300000000,2008,45,6.2,2.35,0,'\'(-inf-141489591.767]\''
177,103,129,1000,14000,47574,18639,209,15000000,2008,1000,6.1,2.35,0,'\'(-inf-141489591.767]\''
62,90,68,642,17000,14280,32814,41,15000000,2011,14000,5.1,2.35,0,'\'(-inf-141489591.767]\''
19,105,24,125,776,2236,1732,40,25000000,2001,595,4.5,2.35,193,'\'(-inf-141489591.767]\''
50,93,17,66,1000,7519,1245,39,15000000,2007,165,5.9,2.35,445,'\'(-inf-141489591.767]\''
147,101,11000,512,13000,437418,15500,609,14600000,1993,571,8.1,1.85,38000,'\'(-inf-141489591.767]\''
222,115,13,642,20000,38202,38963,135,14800000,2015,17000,5.7,1.85,41000,'\'(-inf-141489591.767]\''
106,120,1000,954,29000,167750,33791,506,14500000,1996,1000,6.8,2.35,10000,'\'(-inf-141489591.767]\''
136,111,15,121,1000,12937,2140,73,10000000,2010,767,7.5,2.35,0,'\'(-inf-141489591.767]\''
131,131,16000,638,16000,277505,28544,495,14400000,1992,11000,8.3,1.85,10000,'\'(-inf-141489591.767]\''
140,139,3000,236,3000,18646,4211,81,14200000,2005,769,7.4,1.85,1000,'\'(-inf-141489591.767]\''
418,120,0,40,668,641997,820,1017,15000000,2008,56,8,2.35,13000,'\'(-inf-141489591.767]\''
94,119,213,249,886,55101,1639,201,14000000,1987,276,6.9,2.35,3000,'\'(-inf-141489591.767]\''
82,125,0,700,8000,213476,11135,271,14000000,1990,995,6.9,2.35,11000,'\'(-inf-141489591.767]\''
32,108,5,57,442,44096,717,62,15800000,1988,162,5.5,2.35,489,'\'(-inf-141489591.767]\''
72,145,0,560,10000,76842,12098,173,14000000,1989,854,7.2,1.85,4000,'\'(-inf-141489591.767]\''
39,98,226,496,953,69733,2496,97,15000000,1993,730,6.9,1.85,0,'\'(-inf-141489591.767]\''
264,101,71,725,10000,45603,14159,268,15000000,2009,960,5.5,1.85,0,'\'(-inf-141489591.767]\''
264,92,30,309,941,47169,2348,162,14000000,2012,459,5.9,2.35,17000,'\'(-inf-141489591.767]\''
86,109,41,748,997,19505,3544,162,14000000,2007,826,5.2,1.85,0,'\'(-inf-141489591.767]\''
112,123,43,238,456,76477,1326,275,14000000,1977,244,7.1,1.85,0,'\'(-inf-141489591.767]\''
101,99,9,648,975,47814,3500,426,14000000,1998,912,5.5,2.35,0,'\'(-inf-141489591.767]\''
51,119,350,418,18000,52846,35501,143,14000000,1988,17000,7.7,1.85,0,'\'(-inf-141489591.767]\''
10,107,116,25,327,15730,552,31,14000000,1991,172,6.7,2.35,0,'\'(-inf-141489591.767]\''
43,81,54,636,8000,15047,10792,160,14000000,1999,670,5,1.85,2000,'\'(-inf-141489591.767]\''
331,105,58,583,11000,82327,12894,350,13000000,2011,1000,6.4,2.35,18000,'\'(-inf-141489591.767]\''
38,82,12,8,23,3135,49,78,14000000,2002,12,6.6,2.35,184,'\'(-inf-141489591.767]\''
12,109,309,279,592,8904,1620,31,14000000,1993,556,5.9,1.85,0,'\'(-inf-141489591.767]\''
40,95,10,111,706,9693,1421,33,14000000,2002,266,5.7,1.85,530,'\'(-inf-141489591.767]\''
34,100,0,364,723,17262,2348,53,20000000,1995,422,4.5,1.85,1000,'\'(-inf-141489591.767]\''
125,91,31,50,874,22207,1608,747,14000000,2005,613,5,1.85,0,'\'(-inf-141489591.767]\''
56,90,119,636,869,24038,3007,123,14000000,2003,779,4.6,1.85,411,'\'(-inf-141489591.767]\''
160,108,123,690,26000,56338,41359,215,14000000,2009,14000,6.5,1.85,4000,'\'(-inf-141489591.767]\''
71,103,44,625,953,5721,3299,20,14000000,2010,849,4.9,2.35,1000,'\'(-inf-141489591.767]\''
37,96,0,654,3000,11729,6861,106,14000000,1998,2000,6,2.35,645,'\'(-inf-141489591.767]\''
62,117,160,55,718,9323,1148,157,12000000,1999,330,6.9,2.35,970,'\'(-inf-141489591.767]\''
73,93,85,514,1000,19805,2777,122,8500000,1996,855,5.7,2.35,0,'\'(-inf-141489591.767]\''
25,115,0,534,1000,6011,3267,39,14000000,1994,848,6.9,2.35,905,'\'(-inf-141489591.767]\''
205,85,52,489,1000,38985,3050,673,11000000,2001,935,4.4,1.85,0,'\'(-inf-141489591.767]\''
69,88,189,799,934,29008,3707,99,15000000,2002,927,5.4,2.35,896,'\'(-inf-141489591.767]\''
195,112,0,383,12000,38142,13528,270,14000000,2006,593,7,1.85,0,'\'(-inf-141489591.767]\''
61,86,70,169,878,11693,2165,104,14000000,2001,834,5.4,1.85,613,'\'(-inf-141489591.767]\''
77,86,90,635,962,11233,3715,32,14000000,2012,925,5.4,2.35,0,'\'(-inf-141489591.767]\''
251,137,143,280,14000,92781,15337,320,26000000,2006,617,7.6,2.35,5000,'\'(-inf-141489591.767]\''
63,90,49,191,12000,12519,12776,112,24000000,2000,215,5.9,1.85,853,'\'(-inf-141489591.767]\''
47,107,956,113,10000,6782,10368,114,14000000,1999,233,6.6,1.85,860,'\'(-inf-141489591.767]\''
108,98,176,15,543,9334,678,59,14000000,2006,113,6.7,1.85,447,'\'(-inf-141489591.767]\''
64,84,12,102,159,7277,417,181,14000000,2001,102,3.9,1.85,231,'\'(-inf-141489591.767]\''
20,139,133,5,423,2427,446,27,14000000,1995,15,5.7,1.85,127,'\'(-inf-141489591.767]\''
2,127,109,324,16000,524,17250,8,14000000,1978,469,6.5,2.35,76,'\'(-inf-141489591.767]\''
262,150,608,43,149,17933,390,165,8200000,2014,44,6.8,1.85,0,'\'(-inf-141489591.767]\''
69,132,333,284,380,11077,1429,55,103000000,2002,326,7.3,1.85,0,'\'(-inf-141489591.767]\''
57,115,168,322,697,11704,2243,36,15000000,2008,329,7,1.85,702,'\'(-inf-141489591.767]\''
116,186,50,338,13000,12053,14638,119,14000000,2011,1000,6.5,1.85,0,'\'(-inf-141489591.767]\''
87,90,0,767,1000,60460,4377,104,14000000,2010,872,7.7,2.35,14000,'\'(-inf-141489591.767]\''
357,134,0,11000,15000,259837,39789,2254,14000000,2005,13000,7.7,1.85,13000,'\'(-inf-141489591.767]\''
348,101,473,429,833,167089,2690,491,125000000,2014,809,5.9,2.35,62000,'\'(-inf-141489591.767]\''
88,97,143,201,927,123390,1724,248,12000000,1995,281,6.8,1.85,0,'\'(-inf-141489591.767]\''
181,107,162,135,2000,36542,2447,378,13500000,2002,258,7.4,1.78,0,'\'(-inf-141489591.767]\''
107,99,38,390,3000,28159,4702,96,14000000,2015,837,5.1,1.85,0,'\'(-inf-141489591.767]\''
132,124,133,170,14000,44795,14726,314,13500000,2000,230,7.4,2.35,0,'\'(-inf-141489591.767]\''
401,110,454,816,2000,185845,4757,284,15000000,2012,906,7.2,2.35,52000,'\'(-inf-141489591.767]\''
192,178,101,471,918,248354,2334,564,13500000,2004,653,8.3,1.85,14000,'\'(-inf-141489591.767]\''
157,125,448,93,273,64556,529,140,10000000,2004,114,8.1,1.85,0,'\'(-inf-141489591.767]\''
